product_name	no_of_stars	review_title	review_date	review_place	review_helpful	review_body
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	Pathetic Delivery Packaging. The can arrived broken. The sprayer was damaged. Can't even spray.	2017-10-25	India	8	   The product is good and does what it is supposed to do perfectly.However, Amazon's packaging this time was terrible. The spray can's cap was open and the sprayer was damaged. Can't use the sprayer. Also a lot of liquid spill inside the packet itself. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Thank you Motul for making our lives easier	2019-06-08	India	One	   First I bought the 90 gear oil to lube my chain after watching a youtube video. Thought it was a cheap alternative. But boy I was wrong. It might be better in some aspects, it will certainly ruin the beauty of your bike. It requires a lot more labor. As soon as you put the gear oil on the chain, it will start dripping on the floor. And as soon as you ride your bike, it will soil you wheel, chain cover, under body parts. I immediately regretted using it.I just used it once and bought the Motul chain lube. Now I just need to spray it on the chain (which takes maybe 5 mins) and I can take the bike for a ride without the tension of it spilling everywhere. This lube is sticky and sticks to the chain very fast. It won't spill anywhere. I applied on my chain at 1350kms and it worked till the next time at 1991kms. For me this lube is perfect as it is too much time saving and cleaner than the gear oil method. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good	2018-09-16	India	4	   This is my second purchase of motul chain lube.On my first purchase that seller sell the lube without long spray nozzle.But this time i got the long spray nozzle as well.Thanks to the seller cloudtail India.I am a great fan of you Cloudtail. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	Not a pressure cannister, no return accepted, loss of money	2018-07-27	India	5	   Second worst product which i have got from amazon.chain lube should be a pressurised cannister but this is not . every time i have to shake to make pressure and it doesnot last for more than 2 spray and all above this these people doesnot accept return . So ultimately i have lost my money.so please be carefull while buying products from motul/amazon 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	8 month user  review	2018-02-27	India	5	   I use this product from my Bajaj dominar for every 500 km I must say when comparing it with normal lubricants it provides a much more smoother interaction for the chain  and I recommended for other bikes too.As it will increase the longevity of your bikes chain 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Expensive but great quality!	2019-05-31	India		   Motul is known for its quality. This chain lube speaks volumes of that quality. Once applied, it really helps to keep chain noise to a minimum, and reduces friction so that wheel rotation is at its smoothest.However, it tends to lose its properties after passing the 700km mark in dry weather, or about 250km if continuously riding in monsoon season. Overall a great product and it serves the purpose well.You can go for SAE 90 grade gear oil for lubrication too which costs 1/10th price of this lube but is messy to clean up when lubricating the next time. This leaves little to no residue, just dries up on continuous usage. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	This is a good product.	2019-01-05	India	One	   This too is a good product as the C1, except one thing that I found which was irritating; after I apply it on the chain, during the run, the stuff when gets stuck on the rims, it is difficult to remove it normally by either washing with washing powder or by shampoo. I am figuring out some other option for cleaning the rim.What I used to do was, I cleaned the chain with kerosene, dried it with a clean cloth, I had to carryout the cleaning process 2-3 times but by C1 it is in one go. After cleaning the chain and drying it with a clean cloth I used to apply 2T oil on it for lubrication; C2 instead scores good over 2T oil.Now with C2 chain lub the lubrication is quite effective as it sticks to the chain and secondly penetrates till the depth giving it a great life for more duration.Above all it is a great product, lubricates the chain very well. maybe that I had applied excess quantity of C2!! 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Required for Open chain Bikes	2019-07-18	India		   Pros:1. I see +3~4 kms increase in mileage on Royal Enfield 350 cc in city limits for first 500 kms post chain lube.2. Does not attract much dirt and keeps the chain well lubricated - I definitely see and feel the difference.Cons:1. Pricey, the price difference from site to site varies and fluctuates on Amazon itself, i initially ordered for a premium I ended up cancelling as there was a price drop the very next day.2. applying lube on the wheel facing side of the chain is a bit tricky the nozzle extn provided should be 'u' shaped rather than being straight. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Long lasting and deep penetrating protection.	2019-02-21	India	2	   Nothing beats the quality of Motul when it comes to lubrication.➡️This spray lasts for 500 kilometers once you to spray it generously. 😉➡️It improves the overall ride quality of your motorcycle. Results in less vibrations & smooth shifting ⚙️⚠️ The only thing that disappoint me is the amount of liquid at the price point. I wish it came a little cheaper. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Fairly priced and lasts long enough!	2020-03-06	India	One	   After reading many reviews complaining they got broken nozzle, I decided to order it along with other items from Cloudtail itself and mine came in one shape. Was delivered in 2 days.The spray is a thin liquid and doesn't need much pressing on the nozzle for it to come out. Stick well to the chain and lasts around 420 to 440 kms easily. Tip is to clean and dry the chain with a microfiber and leave it for half hour. Then apply this lubricant from all sides. Then leave the bike for an hour before using. 9/10 would recommend. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	Damaged/Used product delivered	2020-07-27	India		   Seems the product is damaged or already used several times.Cap had lot of sticky fluids on it due to that very difficult to open the cap itself.The detachable nozel pipe given for sharp and exact application of the lube was also damaged 😑Would have certainly returned this particular shipment, if the same was allowed. Now it is really going to be very difficult to spary on the desired part (chain) without spilling it on spokes, tyre, silencer etc.Brand is really good as I have used it earlier too, but this particular shipment deserves bad rating from my side 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Motul is the way	2019-05-06	India	One	   after using motul engine oil i have become fan of motul... i used many of the chain lubes in market... TVS and some other brands whose  name i dont remember... They all leave a spatter on rims after use..but didnt notice that with motul... and  it lasts longer toooother brands get washed off when u wash ur bike or in rain.. but motul chain lube sticks on 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	nice product.	2017-05-25	India	8	   nice product.. i request all sellers to add a glue tape around the cap and the tin to hold the cap and tin together. so that it prevents leakage and cap displacement 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Go for it and how to use	2017-08-03	India	5	   Go for it without thinking, Procedure:- remove the dirt from chain using diesel or engine oil, and clean it properly apply the lube and dont ride the bike immidiately, keep it over night you will see  it will get sticky and thats good. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Always lube your chain!	2019-12-10	India		   I own a KTM Duke 250 and I make sure to lube my chain every 500 odd kilometers as its essential to maintain a smooth ride and also give full service life to the chain and sprocket. It's easy to use... I own a paddock stand. One protip... Lube the chain in the night before your ride for best results.Small size is easy to carry in my backpack and it lasts long. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Superb product	2017-11-09	India	3	   Already wrote a review for cleaner.. definitely recommended..Personal suggestion for anyone with a bike with open chain go for 3M or Motul..don't take chance with other local ones.Price I am not sure if it's correct pricing or low or high.. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	Leaked product delivered...Very disappointed.	2018-07-06	India	4	   Producy was already open when delivered and lot of oil had already come out..To make things worse this product does not qualify for return. What am i supposed to do now ??? 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Working perfectly.	2019-07-18	India	One	   Some years ago, i used greese and normal engine oil to lube my bike chain.One of my friend recommend this oil. This oil has outstanding performance.Please clean your chain with kerosene, apply it after 30mins and no need to buy a chain brush. Pick any used tooth brush from bathroom and use it.For better performance everyone should lube the chain after 60-100 days interval and cleaning in 120-200 days . (It depends upon where you ride, full off-road riding recommend cleaning in 90 days.) 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Cheap & best in spray Chain lube	2019-01-28	India		   All open chain bikes required frequent lubricationAnd spry-lube like Motul is the perfect solution.I own an 2011 model R15 and using this Motul spray-lube since 7 Years I have started maintaining my bike myself.Can with stand/Hold in to chain and sprockets for up to 500~700 km or 2~3 months easily.Never spill out to surrounding parts or drips when you stop your bike.--Has good adhesiveness too 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	Poor packaging	2017-08-27	India	8	   Motul products are very good and I have no problem with quality.. But the packaging was very poor bcz of which the cap was broken and there was leakage everywhere inside package... I'm rating this in terms of packaging only... 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	DAMAGED PRODUCT	2018-05-31	India	3	   Received product yesterday. When i opened it, my hands got sticky. Oil was spread everywhere.Packaging was very poor, the cap of bottle was not on its position. I think i hav received used product or damaged product. The host should provide attention on packaging part.really disappointed. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Perfect Lubricant for Bike Chain	2018-08-11	India	One	   Happy with the product. Does what it is meant for. Perfect for Bike chains, channel gates, Door hinges. Perfect lubricant. Smooth operation after using this Motul C2 chain lubricant.Note for the seller:Use bubble wrap for all the liquid products, It had a big dent outside. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Good product, but you can get better	2019-08-16	India		   Better than any other options in market. But it will make lots of stain on the rim. Eventually those sticky stains will catch dust from road. So there will be an extra job for you to clean your rim with kerosene or petrol or wd40. It will remain for atleast 500-600 km in Indian city condition. But I will recommend to use Glosil chain lube, as I found it is excellent in terms of other competition.*I have used both products along with other products available in market. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good product. But expensive	2020-06-05	India		   This is the best product in the market.The only downside to this is that it is messy and will stick to your rim after a prwsh coat.Motul chain paste is easier to apply and is a lot less messier if compared to chain lube.It is a bit expensive too, but price to performance is quite good. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Awesome	2020-07-05	India		   It's good FR Rainy season water from bike can b used on nuts b bolts tooDo not spray on disc brake but u can spray on callipers.After spraying do not ride the bike for atleast 8hrs. Liquid has to be absorbed on the chain.Use in dry weather conditions. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Does its job perfectly.....	2019-01-17	India		   This time amazon delivered it before time, I am quite happy with this and the best part this is made in Thailand and sep 18 product, not so old. This is for the third time, I had ordered this motul c2 &  it does its job perfectly, it has some gum based properties which sticks to the chain, what I suggest is clean your bikes chain first & just spray and let it settle for almost half an hour & then  only take your bike for a spin and you will notice the smoothness... 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Must have for sports bike users..	2018-01-28	India	One	   Recommend to use chain lubrication after every 500 kms run. I’ve been using this for last 2 years. This lubricant keeps chain lubricated nearly 500 kms as it is claimed, depending on season. In rainy season you may need to use more times.You may also need rare wheel swing-arm. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Motul c2	2018-11-09	India		   I cannot say wether this is the best chain lube out there or not as i have used chain lube for the first time itself and this is my first chain lube. Used it on my bike (apache rtr 200)  and my cycle (firefox) the performance on both is super. Smooth rollin of chain no noise at all and lube sticks to the chain n lubs it well and remains on the chain for a longer time. Attracts less dirt and works well in rainy season also. Thumbs up for this product. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Best and the most affordable chain maintainance kit	2020-05-29	India		   It's value for money and keeps the chain wet. I've been using it since 5 years and never had any complain. Use Chain clean and leave it for 10 - 15 minutes for optimum infusion. Clean it with an old brush and spray again. All the dirt will drop like a dead old man. Clean the chain with a cloth. Spray the lube evenly and don't go on spraying as it will drip or will fly after you ride the bike. Do not ride the bike for atleast 4 hours after application. Stay wet & ride safe! 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Ok to use but think before you buy quantity is very less	2019-10-29	India		   Good to use but doesn't stay for long every week we need to apply it for chain or once in two weeks have to be chain lubricated. Very less quantity it will get over very soon. Price also little high if it is not in deal of the day. Better to use engine oils or used engine oil which we get from garage 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Good product with bad packaging by Amazon	2020-02-25	India		   Have been using this product for more than a year. Re-ordered the product again and got a can with broken cap. Use the product on the chain after riding for at least 5 minutes so that the chain gets hot/warm for better functioning of the lubricant. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Lubricates	2019-08-10	India		   This a well known brand lubricant. It works as described. Just put the bike on main stand and run it in first gear. Then spray the can with a steady hand on the bike chain. Use it after cleaning the chain with cleaner. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Can be applied easily..	2019-12-07	India		   This can be applied to the chain easily without putting any effort. But before applying make sure you cover the the side part of chain with some type of cloth material or a paper. Overall it's worth of price.. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Useful while traveling	2019-05-10	India		   This chain spray can is very useful if are on a ride and can't get chain sparay in every 1000 kms.It lasts for 500-1000 kms only though while using in city traffic daily I don't really recommend this spray.I use gear oil mostly.High grade and lasts for long. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	2	Dissapointed	2019-10-01	India		   I used it for my Bajaj pulsar AS150...for my surprise the chain got rusted with in a week..don't know what's the reason for it, after all I bought it after seeing the reviews on Amazon..I truly disliked this product..instead iam using lube from Bajaj company and it is doing good. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Lube that lasts 2000 km	2019-06-23	India	One	   Once lubed the chain will run for around 2000 km in Summer and 500-600 in Rainy season. Containing one short and one long nozzles, comfortable while applying the lube. Remember to clean the chain and spocket properly pre using this product. Do not apply on dirty chain. The only drawback is that it attract dusts very quickly and you might have to clean your spocket housing (Towards Engine Side) every 5000 km. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	The packing was poor but it doesnt matter	2018-06-12	India		   I have been using Motul lube more past one year for my bike. It is a worthy buy as you can feel the difference after applying the oil. The gear shift and running becomes smooth. The packing was poor but it doesnt matter, the product is leak proof. It was delivered on time as well. Thanks to Cloudtail and Amazon 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Better solution to extend your chain spokets life	2019-09-11	India		   Dear Guys,  this is so useful item for our bikes. Because if you goto any local workshop to spray once, he will charge 50. I had a combined purchase order with polish. The delivery was fast and nothing much to review about such product. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Must for Bikers....	2019-09-06	India		   Motul is little expensive but the best in class..Bikes above 200 cc should be lubes every 500km..So that chain and mileage will be good..Package and delivery was good..And remember guys...this is a non returnable product.. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good value-for-money chain lube	2019-04-09	India		   It's a good chain lube oil considering the brand and efficiency of the product. Best suited when coupled with the Chain cleaner, however, if you don't have the cleaner, you can take a damp cloth and wipe the chain to clean it - if you don't have a pressure pipe to clean. Start the engine, keep the gear box in neutral and bike on double stand and you can easily spray through the entire chain multiple times for best results.I personally don't get the lubing done in regular service in Yamaha showrooms, as I find it to be unnecessarily costly. For the same money you can easily lube your chain 8-10 times or more from this Motul chain lube.The only con I found out was the bubble wrap, it was a different bubble wrap and I wasn't able to play around bursting it. 😂 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good product	2019-04-30	India		   It's really good product. Feels like filtered grease with less sticky. It reduces the black carbon particles getting accumulated in chain. But the grease doesn't stay for long. Especially during rainy season.Also after using Kangaroo for a long time felt Motul is the best. Kangaroo becomes too greasy after a single use. And when you try to clean u feel see like tar accumulated in chain. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good and recommend..	2019-12-05	India		   Good product with long lasting lubrication to chain.This lube has a sticky substance mixed which stick to your chain for long time to give u a better performance.Though it is sticky but still I didnt attract dust.. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Fair product. Better is out there.	2019-01-07	India		   I used to like 3M better, but can't seem to find those anymore. If you really want to take care of your chain, I hear Dinolube is the best in the business. And I would like for this motul product to be a little cheaper as well. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Great Luber	2017-12-01	India	2	   Hey there #AmazonersBest after using chain cleaner and motul is also preferred by Suzuki Company as it's service centers uses only Motul products... Go Get It #Amazoners...😄 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Smooth And Classy!	2017-06-13	India	2	   Best Lube among the competitors it has. I Own a Pulsar 220F the chain and sprocket is very smooth after the Lube is sprayed on them. Generally all the pulsars have this bad sound of chain but mine isn't Noisy all thanks to Motul chain Lube! 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Motul is the best	2018-07-23	India	One	   I always prefer motul products for my bikes and this chain lube is another impressive one from them. Use for every 300kms and it protects drivechain effectively 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Very nic products recommended for all	2020-08-18	India		   The product is worthy. I would recommend for all best product next to ROLON chain lube, no more confusion just go for it, but the only drawback is from seller Cap damaged but product is worthy 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Poor packaging	2019-06-29	India		   I still don't understand why despite several comments from users.. Amazon still doesn't pay heed to the packaging... Luckily not much was lost.. in. Leakage.. but hopefully Amazon takes note of this and rectify this.. otherwise a fantastic product.. in terms of reputation.. will give detailed description after use . Gave three stars for packaging.. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Couldn't find a better chain lube !!! Perfect !	2020-09-12	India		   Extremely satisfied with the product. I couldn't find a better chain lube in market for my enfield standard 350.I have buying the same product since 2 years. Highly recommend for bike users ! 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Best lub you could get..!	2019-11-20	India		   Very good product, I strongly recommend this over any non branded market lubs. Even best chain lub as compared with other brands. Lub stays on chain for longer time and I would suggest to lub the chain after every 400 kms, and complete chain clean and lubrication after every 1000 Kms. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	Overpriced	2018-11-07	India		   Made in Thailand and overpriced. Similar products from competitors are worth the money. Overall best in terms of quality. Sticks to chain for 500kms.There is missing ball bearing inside which helps in shaking n mixing before use. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Guide Line Of C2 Motul Personal Experience	2019-10-10	India		   I'm being using when I brought my bike , Since 2 Year . A good chain lube and I would recommendFor Duke , Ns , Bullet upto 400 cc bikes . Ask your service centre for how much interval we need clean and lube . Personally I'll clean each Month or with In 500 Km . WHILE RIDING YOU COULD FELL BIKE IS STRUGGLING FOR LUBE . . 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	C1 chain clean or wd40 mandatory to buy with this	2018-07-30	India		   This is a good chain lube, but this has a major disadvantage I.e, after 500kms of use the lube will become so glued and dried to chain that you cannot clean with normal cloth. You should mandatorily buy c1  chain clean or kerosene (WD40) TO REMOVE that. Else this is a good product. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	If u buy this spray you have to buy cleaner spray also	2019-07-25	India		   This is super gift to ur bike but you have to spray every 300 to 500 kms it makes clean from old lubricant on chain.Only the cons is you can't remove by washing you have to use chain cleaner for this r some thinner to remove old lubricant junk 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Mast hai product for those who like their bike.	2019-09-01	India		   I love my bike and I love to work on my bike that's why I never clean my chain in the shop I do it on my own. Believe me using this product will save you a lot because chain lubrication has the greatest impact on your mileage. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Exelent product.	2019-02-27	India		   Excellent product. I use this for my pulsar 220F .reduce chain noice. no spilling the chain oil from chaine while the bike in high speed .exelent sticking property. Not grab dirt in chain. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	one of the best	2017-09-16	India		   My first impression about this product was great ,this is a good product but it dries very fast . My one and half year old royal Enfield classic's chain get rusted in some parts. You have to lube the chain very regular intervals. I'm thinking of to opt for rather a cheap local remedy which I got to know from various sources 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Best product	2019-08-21	India		   The best lube for the exposed chains. Look no further. I use it on my gixxer once in 300 kms during Monsoon and one every 500 kms otherwise. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	loved it. but not on rainy days	2020-09-03	India		   its good. but its actually a bit pricier than any other lubricant.should lubricate your chain Between 150- 250km for better longetivity of chain (depends upon the condition you are driving)It will be washed away easily on rainy days.you have to lube the chain more frequently on rainy days. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Far better then engine oil	2019-03-04	India		   This lube is great. It's not too sticky to attract the dirt but enough to lude the chain for almost 500 km. The milage may vary according to you riding condition. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good lube  for Yamaha Gladiator  125 cc chain	2017-08-20	India	2	   Very nice product Pros:Feels different when applied on chain.Bike is Performing well, there is very less power loss in the chain. Runs smoothly and effortlessly.Cons:However product doesn't stay as is gas seems to be low in the container if not used for long time. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	brand value & also great product	2018-02-24	India	One	   do i have to say it about brand motul. apart from brand name after using it i got to know that its really great lube. sticky lubricant and lasts longer then other lube i have ever used 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	The product does exactly what is advertises	2020-03-02	India		   The product sticks well to the surface of the chain and lubricates it very well. It stays onnthe the chain forba considerable duration of time. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	Damaged product recieved...	2018-04-01	India	3	   Very bad product, long nozzle was not present inside the package, it was a used product, also recieved a damaged product... Think twice before buying 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Extraordinary for sports bikes	2020-03-04	India		   Motul is an international brand used for sports or naked version bikes !! These chain lubes used for the sake of lubing the open chains when it get dried !! So if ur using sports version bikes ur are eligible to use it don't go for other chain lubes use motul chain clean and lubes !! Thank you 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Best lubricant for bike chains	2018-10-31	India		   Its lube like pro...no doubt this is a best lubricant present in market..bcoz of motul brand....but one issue is that during raining season its fade away to fast bcoz of water...but you resolve this problem by applying some little amount of chain oil with this...its perfectly work on my duke250.. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	2	Wrong description	2019-01-07	India	One	   The chain lubricator is good, but I never received the nozzle along with it. That too in spite of ordering it twice. So, its either wrong description or improper shipment contents 
